//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
381    |LCJL|SLA,D34A,X3LA    |S     |2-4,(10-12),(16-18),24,32,28-30,44-46                     |4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,26-34DG,40-42DG,3G2                     |D22,D28,D34,D50,X3;
382    |LCJL|SLA,D34A,XILA    |S     |2-4,(10-12),(16-18),24,32,28-30,(44-46)                     |4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,46DG,26-34DG,40-42DG,IG2                     |D22,D28,D34,D50,XI;
383    |LCJL|SL2LA,SIILLZA    |SL2     |(2-4),10-12,20-22,36-38                     |2DG,4DG,10DG,22DG,36DG,IIG2,IIG1                     |D22,D24,D44,XII,SIIL,SIILLZA;
384    |LCJL|SL2LA,S4LLZA    |SL2     |2-4,36-38,48                     |2DG,2/38G,38DG,48-50DG,4G2,4G1                     |D18,D46,D54,X4,S4L,S4LLZA;
385    |LCJL|SL2LA,S6LLZA    |SL2     |2-4,36-38,(48),(50)                     |2DG,2/38G,38DG,48-50DG,6G2,6G1                     |D18,D46,D54,X6,S6L,S6LLZA;
386    |LCJL|SL2LA,S8LLZA    |SL2     |2-4,36-38,(48),50                     |2DG,2/38G,38DG,48-50DG,8G2,8G1                     |D18,D46,D54,X8,S8L,S8LLZA;
387    |LCJL|SL2LA,X15LLA    |SL2     |(2-4),(10-12),(16-18),(24),(26),52-54                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,15G2,52DG,15G1                     |D22,D28,D34,X15,S15L,X15L;
388    |LCJL|SL2LA,X13LLA    |SL2     |(2-4),(10-12),(16-18),(24),26,34,(56-58)                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,11G2,56DG,54-58DG,13G1                     |D22,D28,D34,X11,S11L,X13L;
389    |LCJL|SL2LA,X11LLA    |SL2     |(2-4),(10-12),(16-18),(24),26,34,56-58                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,11G2,56DG,11G1                     |D22,D28,D34,X11,S11L,X11L;
390    |LCJL|SL2LA,X9LLA    |SL2     |(2-4),(10-12),(16-18),24,(32),40,60-62                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,9G2,62DG,26-34DG,30DG,9G1                     |D22,D28,D34,X9,S9L,X9L;
391    |LCJL|SL2LA,X7LLA    |SL2     |(2-4),(10-12),(16-18),24,(32),(40),(42),60-62                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,7G2,60DG,26-34DG,30DG,7G1                     |D22,D28,D34,X7,S7L,X7L;
392    |LCJL|SL2LA,X15LA    |SL2     |(2-4),(10-12),(16-18),(24),(26)                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,15G2                     |D22,D28,D34,X15;
393    |LCJL|SL2LA,X13LA    |SL2     |(2-4),(10-12),(16-18),(24),26,(34)                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,13G2                     |D22,D28,D34,X13;
394    |LCJL|SL2LA,X11LA    |SL2     |(2-4),(10-12),(16-18),(24),26,34                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,11G2                     |D22,D28,D34,X11;
395    |LCJL|SL2LA,X9LA    |SL2     |(2-4),(10-12),(16-18),24,(32),40                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,9G2                     |D22,D28,D34,X9;
396    |LCJL|SL2LA,X7LA    |SL2     |(2-4),(10-12),(16-18),24,(32),(40),(42)                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,7G2                     |D22,D28,D34,X7;
397    |LCJL|SL2LA,X5LA    |SL2     |(2-4),(10-12),(16-18),24,(32),(40),42                     |2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,5G2                     |D22,D28,D34,X5;
398    |LCJL|SL2LA,X3LA    |SL2     |(2-4),(10-12),16-18,20-22,(28-30),44-46                     |2DG,4DG,10DG,12DG,16-28DG,30DG,44DG,24-32DG,3G2                     |D22,D28,D50,X3;
399    |LCJL|SL2LA,XILA    |SL2     |(2-4),(10-12),16-18,20-22,28-30,44-46                     |2DG,4DG,10DG,12DG,16-28DG,46DG,IG2                     |D22,D28,XI;
400    |LCJL|SL2LA,XIILA    |SL2     |(2-4),10-12,20-22,36-38                     |2DG,4DG,10DG,22DG,36DG,IIG2                     |D22,D24,D44,XII;
401    |LCJL|SL2LA,X4LA    |SL2     |2-4,36-38,48                     |2DG,2/38G,38DG,48-50DG,4G2                     |D18,D46,D54,X4;
402    |LCJL|SL2LA,X6LA    |SL2     |2-4,36-38,(48),(50)                     |2DG,2/38G,38DG,48-50DG,6G2                     |D18,D46,D54,X6;
403    |LCJL|SL2LA,X8LA    |SL2     |2-4,36-38,(48),50                     |2DG,2/38G,38DG,48-50DG,8G2                     |D18,D46,D54,X8;
404    |LCJL|SL2LA,D28A,SIILLZA    |SL2     |(2-4),(10-12),16-18,(20-22),36-38                     |2DG,4DG,10DG,16-28DG,22DG,36DG,IIG2,IIG1                     |D22,D28,D44,XII,SIIL,SIILLZA;
405    |LCJL|SL2LA,D28A,S4LLZA    |SL2     |(2-4),(10-12),16-18,(20-22),(36-38),48                     |2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,4G2,4G1                     |D22,D28,D44,D54,X4,S4L,S4LLZA;
406    |LCJL|SL2LA,D28A,S6LLZA    |SL2     |(2-4),(10-12),16-18,(20-22),(36-38),(48),(50)                     |2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,6G2,6G1                     |D22,D28,D44,D54,X6,S6L,S6LLZA;
407    |LCJL|SL2LA,D28A,S8LLZA    |SL2     |(2-4),(10-12),16-18,(20-22),(36-38),(48),50                     |2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,8G2,8G1                     |D22,D28,D44,D54,X8,S8L,S8LLZA;
408    |LCJL|SL2LA,D28A,XIILA    |SL2     |(2-4),(10-12),16-18,(20-22),36-38                     |2DG,4DG,10DG,16-28DG,22DG,36DG,IIG2                     |D22,D28,D44,XII;
409    |LCJL|SL2LA,D28A,X4LA    |SL2     |(2-4),(10-12),16-18,(20-22),(36-38),48                     |2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,4G2                     |D22,D28,D44,D54,X4;
410    |LCJL|SL2LA,D28A,X6LA    |SL2     |(2-4),(10-12),16-18,(20-22),(36-38),(48),(50)                     |2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,6G2                     |D22,D28,D44,D54,X6;
411    |LCJL|SL2LA,D28A,X8LA    |SL2     |(2-4),(10-12),16-18,(20-22),(36-38),(48),50                     |2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,8G2                     |D22,D28,D44,D54,X8;
412    |LCJL|SL2LA,D24A,S4LLZA    |SL2     |(2-4),10-12,20-22,(36-38),48                     |2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,4G2,4G1                     |D22,D24,D44,D54,X4,S4L,S4LLZA;
413    |LCJL|SL2LA,D24A,S6LLZA    |SL2     |(2-4),10-12,20-22,(36-38),(48),(50)                     |2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,6G2,6G1                     |D22,D24,D44,D54,X6,S6L,S6LLZA;
414    |LCJL|SL2LA,D24A,S8LLZA    |SL2     |(2-4),10-12,20-22,(36-38),(48),50                     |2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,8G2,8G1                     |D22,D24,D44,D54,X8,S8L,S8LLZA;
415    |LCJL|SL2LA,D24A,X4LA    |SL2     |(2-4),10-12,20-22,(36-38),48                     |2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,4G2                     |D22,D24,D44,D54,X4;
416    |LCJL|SL2LA,D24A,X6LA    |SL2     |(2-4),10-12,20-22,(36-38),(48),(50)                     |2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,6G2                     |D22,D24,D44,D54,X6;
417    |LCJL|SL2LA,D24A,X8LA    |SL2     |(2-4),10-12,20-22,(36-38),(48),50                     |2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,8G2                     |D22,D24,D44,D54,X8;
418    |LCJL|SL2LA,D34A,X3LA    |SL2     |(2-4),(10-12),(16-18),24,32,28-30,44-46                     |2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,26-34DG,40-42DG,3G2                     |D22,D28,D34,D50,X3;
419    |LCJL|SL2LA,D34A,XILA    |SL2     |(2-4),(10-12),(16-18),24,32,28-30,(44-46)                     |2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,46DG,26-34DG,40-42DG,IG2                     |D22,D28,D34,D50,XI;
420    |LCJL|XZ1LA,SWLA    |XZ1     |(X2-X1)                     |X2DG,X1DG,4BG,SWJG                     |D2,SW;
421    |LCJL|XZ3LA,SWLA    |XZ3     |X1-X2                     |X1DG,4BG,SWJG                     |D2,SW;
422    |LCJL|SWLA,SIILLZA    |SW     |X1-X2,(2-4),10-12,20-22,36-38                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,IIG2,IIG1                     |D2,XZ3,SL2,D22,D24,D44,XII,SIIL,SIILLZA;
423    |LCJL|SWLA,S4LLZA    |SW     |X1-X2,2-4,36-38,48                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,4G2,4G1                     |D2,XZ3,SL2,D18,D46,D54,X4,S4L,S4LLZA;
424    |LCJL|SWLA,S6LLZA    |SW     |X1-X2,2-4,36-38,(48),(50)                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,6G2,6G1                     |D2,XZ3,SL2,D18,D46,D54,X6,S6L,S6LLZA;
425    |LCJL|SWLA,S8LLZA    |SW     |X1-X2,2-4,36-38,(48),50                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,8G2,8G1                     |D2,XZ3,SL2,D18,D46,D54,X8,S8L,S8LLZA;
426    |LCJL|SWLA,X15LLA    |SW     |X1-X2,(2-4),(10-12),(16-18),(24),(26),52-54                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,15G2,52DG,15G1                     |D2,XZ3,SL2,D22,D28,D34,X15,S15L,X15L;
427    |LCJL|SWLA,X13LLA    |SW     |X1-X2,(2-4),(10-12),(16-18),(24),26,34,(56-58)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,11G2,56DG,54-58DG,13G1                     |D2,XZ3,SL2,D22,D28,D34,X11,S11L,X13L;
428    |LCJL|SWLA,X11LLA    |SW     |X1-X2,(2-4),(10-12),(16-18),(24),26,34,56-58                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,11G2,56DG,11G1                     |D2,XZ3,SL2,D22,D28,D34,X11,S11L,X11L;
429    |LCJL|SWLA,X9LLA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,(32),40,60-62                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,9G2,62DG,26-34DG,30DG,9G1                     |D2,XZ3,SL2,D22,D28,D34,X9,S9L,X9L;
430    |LCJL|SWLA,X7LLA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,(32),(40),(42),60-62                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,7G2,60DG,26-34DG,30DG,7G1                     |D2,XZ3,SL2,D22,D28,D34,X7,S7L,X7L;
431    |LCJL|SWLA,X15LA    |SW     |X1-X2,(2-4),(10-12),(16-18),(24),(26)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,15G2                     |D2,XZ3,SL2,D22,D28,D34,X15;
432    |LCJL|SWLA,X13LA    |SW     |X1-X2,(2-4),(10-12),(16-18),(24),26,(34)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,13G2                     |D2,XZ3,SL2,D22,D28,D34,X13;
433    |LCJL|SWLA,X11LA    |SW     |X1-X2,(2-4),(10-12),(16-18),(24),26,34                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,11G2                     |D2,XZ3,SL2,D22,D28,D34,X11;
434    |LCJL|SWLA,X9LA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,(32),40                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,9G2                     |D2,XZ3,SL2,D22,D28,D34,X9;
435    |LCJL|SWLA,X7LA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,(32),(40),(42)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,7G2                     |D2,XZ3,SL2,D22,D28,D34,X7;
436    |LCJL|SWLA,X5LA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,(32),(40),42                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,5G2                     |D2,XZ3,SL2,D22,D28,D34,X5;
437    |LCJL|SWLA,X3LA    |SW     |X1-X2,(2-4),(10-12),16-18,20-22,(28-30),44-46                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,30DG,44DG,24-32DG,3G2                     |D2,XZ3,SL2,D22,D28,D50,X3;
438    |LCJL|SWLA,XILA    |SW     |X1-X2,(2-4),(10-12),16-18,20-22,28-30,44-46                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,46DG,IG2                     |D2,XZ3,SL2,D22,D28,XI;
439    |LCJL|SWLA,XIILA    |SW     |X1-X2,(2-4),10-12,20-22,36-38                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,IIG2                     |D2,XZ3,SL2,D22,D24,D44,XII;
440    |LCJL|SWLA,X4LA    |SW     |X1-X2,2-4,36-38,48                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,4G2                     |D2,XZ3,SL2,D18,D46,D54,X4;
441    |LCJL|SWLA,X6LA    |SW     |X1-X2,2-4,36-38,(48),(50)                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,6G2                     |D2,XZ3,SL2,D18,D46,D54,X6;
442    |LCJL|SWLA,X8LA    |SW     |X1-X2,2-4,36-38,(48),50                     |4BG,X1DG,X1/2G,2DG,2/38G,38DG,48-50DG,8G2                     |D2,XZ3,SL2,D18,D46,D54,X8;
443    |LCJL|SWLA,D28A,SIILLZA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),36-38                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,IIG2,IIG1                     |D2,XZ3,SL2,D22,D28,D44,XII,SIIL,SIILLZA;
444    |LCJL|SWLA,D28A,S4LLZA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),48                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,4G2,4G1                     |D2,XZ3,SL2,D22,D28,D44,D54,X4,S4L,S4LLZA;
445    |LCJL|SWLA,D28A,S6LLZA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),(48),(50)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,6G2,6G1                     |D2,XZ3,SL2,D22,D28,D44,D54,X6,S6L,S6LLZA;
446    |LCJL|SWLA,D28A,S8LLZA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),(48),50                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,8G2,8G1                     |D2,XZ3,SL2,D22,D28,D44,D54,X8,S8L,S8LLZA;
447    |LCJL|SWLA,D28A,XIILA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),36-38                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,IIG2                     |D2,XZ3,SL2,D22,D28,D44,XII;
448    |LCJL|SWLA,D28A,X4LA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),48                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,4G2                     |D2,XZ3,SL2,D22,D28,D44,D54,X4;
449    |LCJL|SWLA,D28A,X6LA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),(48),(50)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,6G2                     |D2,XZ3,SL2,D22,D28,D44,D54,X6;
450    |LCJL|SWLA,D28A,X8LA    |SW     |X1-X2,(2-4),(10-12),16-18,(20-22),(36-38),(48),50                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,16-28DG,22DG,36DG,38DG,48-50DG,8G2                     |D2,XZ3,SL2,D22,D28,D44,D54,X8;
451    |LCJL|SWLA,D24A,S4LLZA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),48                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,4G2,4G1                     |D2,XZ3,SL2,D22,D24,D44,D54,X4,S4L,S4LLZA;
452    |LCJL|SWLA,D24A,S6LLZA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),(48),(50)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,6G2,6G1                     |D2,XZ3,SL2,D22,D24,D44,D54,X6,S6L,S6LLZA;
453    |LCJL|SWLA,D24A,S8LLZA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),(48),50                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,8G2,8G1                     |D2,XZ3,SL2,D22,D24,D44,D54,X8,S8L,S8LLZA;
454    |LCJL|SWLA,D24A,X4LA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),48                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,4G2                     |D2,XZ3,SL2,D22,D24,D44,D54,X4;
455    |LCJL|SWLA,D24A,X6LA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),(48),(50)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,6G2                     |D2,XZ3,SL2,D22,D24,D44,D54,X6;
456    |LCJL|SWLA,D24A,X8LA    |SW     |X1-X2,(2-4),10-12,20-22,(36-38),(48),50                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,22DG,36DG,38DG,48-50DG,8G2                     |D2,XZ3,SL2,D22,D24,D44,D54,X8;
457    |LCJL|SWLA,D34A,X3LA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,32,28-30,44-46                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,26-34DG,40-42DG,3G2                     |D2,XZ3,SL2,D22,D28,D34,D50,X3;
458    |LCJL|SWLA,D34A,XILA    |SW     |X1-X2,(2-4),(10-12),(16-18),24,32,28-30,(44-46)                     |4BG,X1DG,X1/2G,2DG,4DG,10DG,12DG,16-28DG,24-32DG,30DG,44DG,46DG,26-34DG,40-42DG,IG2                     |D2,XZ3,SL2,D22,D28,D34,D50,XI;
459    |LCJL|SWLA,XZ1LA    |SW     |(X1-X2)                     |4BG,X1DG,X2DG,SL6G                     |D2,XZ1;
460    |LCJL|SWLA,XZ3LA    |SW     |X1-X2                     |4BG,X1DG,X1/2G                     |D2,XZ3;
461    |LCJL|SWLA,65XHDLA    |SW     |(X1-X2)                     |4BG,X1DG,X2DG,SL6G,SL4G                     |D2,XZ1,SL6,65XHD;
462    |LCJL|SL6LA,X15LLA    |SL6     |(14),16-18,(24),(26),52-54                     |SL4G,14DG,18DG,24-32DG,26-34DG,15G2,52DG,15G1                     |65XHD,SL4,D26,D34,X15,S15L,X15L;
463    |LCJL|SL6LA,X13LLA    |SL6     |(14),16-18,(24),26,34,(56-58)                     |SL4G,14DG,18DG,24-32DG,26-34DG,11G2,56DG,54-58DG,13G1                     |65XHD,SL4,D26,D34,X11,S11L,X13L;
464    |LCJL|SL6LA,X11LLA    |SL6     |(14),16-18,(24),26,34,56-58                     |SL4G,14DG,18DG,24-32DG,26-34DG,11G2,56DG,11G1                     |65XHD,SL4,D26,D34,X11,S11L,X11L;
465    |LCJL|SL6LA,X9LLA    |SL6     |(14),16-18,24,(32),40,60-62                     |SL4G,14DG,18DG,24-32DG,40-42DG,9G2,62DG,26-34DG,30DG,9G1                     |65XHD,SL4,D26,D34,X9,S9L,X9L;
466    |LCJL|SL6LA,X7LLA    |SL6     |(14),16-18,24,(32),(40),(42),60-62                     |SL4G,14DG,18DG,24-32DG,40-42DG,7G2,60DG,26-34DG,30DG,7G1                     |65XHD,SL4,D26,D34,X7,S7L,X7L;
467    |LCJL|SL6LA,X15LA    |SL6     |(14),16-18,(24),(26)                     |SL4G,14DG,18DG,24-32DG,26-34DG,15G2                     |65XHD,SL4,D26,D34,X15;
468    |LCJL|SL6LA,X13LA    |SL6     |(14),16-18,(24),26,(34)                     |SL4G,14DG,18DG,24-32DG,26-34DG,13G2                     |65XHD,SL4,D26,D34,X13;
469    |LCJL|SL6LA,X11LA    |SL6     |(14),16-18,(24),26,34                     |SL4G,14DG,18DG,24-32DG,26-34DG,11G2                     |65XHD,SL4,D26,D34,X11;
470    |LCJL|SL6LA,X9LA    |SL6     |(14),16-18,24,(32),40                     |SL4G,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,9G2                     |65XHD,SL4,D26,D34,X9;
471    |LCJL|SL6LA,X7LA    |SL6     |(14),16-18,24,(32),(40),(42)                     |SL4G,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,7G2                     |65XHD,SL4,D26,D34,X7;
472    |LCJL|SL6LA,X5LA    |SL6     |(14),16-18,24,(32),(40),42                     |SL4G,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,5G2                     |65XHD,SL4,D26,D34,X5;
473    |LCJL|SL6LA,X3LA    |SL6     |(14),16-18,24,32,28-30,44-46                     |SL4G,14DG,18DG,24-32DG,30DG,44DG,26-34DG,40-42DG,3G2                     |65XHD,SL4,D26,D34,D50,X3;
474    |LCJL|SL6LA,XILA    |SL6     |(14),16-18,24,32,28-30,(44-46)                     |SL4G,14DG,18DG,24-32DG,30DG,44DG,46DG,26-34DG,40-42DG,IG2                     |65XHD,SL4,D26,D34,D50,XI;
375    |LCJL|SWLA,SL4LA    |SW     |X1-X2                   |4BG,X1DG,X2DG,SL6G,SL4G                  |XZ1;
375    |LCJL|SL6LA,SL4LA    |SW     |                   |SL4G                  |;
375    |LCJL|X23LLA,D52LA    |X23L     |                   |23G2                  |;
475    |LCJL|SL6LA,65XHDLA    |SL6     |                     |SL4G                     |65XHD;
//延续
//通过
476    |TGJL|XTA,SNLA    |X     |1-3,5-7,11-13,23,27,44-46,28-30,20-22,16-18,10-12,6-8                     |IAG,1-5DG,13DG,23DG,27DG,35-41DG,46DG,16-28DG,12DG,8DG,X1LQ,IG1,IG2                     |D1,D21,SI,D28,D20,SN;
477    |TGJL|STA,XNLA    |S     |2-4,10-12,20-22,36-38,17-19,11-13,1-3                     |4DG,10DG,22DG,36DG,17DG,11DG,3DG,S1LQ,IIG1,IIG2                      |D22,D24,D44,XII,D15,D7,XN;
478    |TGJL|XNTA,SLA    |XN     |1-3,11-13,17-19,36-38,20-22,10-12,2-4                     |3DG,11DG,17DG,36DG,22DG,10DG,4DG,S3JG,IIG1,IIG2                      |D7,D15,SII,D44,D24,D22,S;
479    |TGJL|SNTA,XLA    |SN     |6-8,10-12,16-18,20-22,28-30,44-46,27,23,11-13,5-7,1-3                     |8DG,12DG,16-28DG,46DG,27DG,23DG,13DG,1-5DG,IAG,35-41DG,X3JG,IG1,IG2                     |D20,D28,XI,D21,D1,X;
//调车
480    |DCJL|D1A,D7A    |D1     |(1-3)                     |1-5DG,3DG                     |D7;
481    |DCJL|D1A,D21A    |D1     |1-3,5-7,11-13                     |1-5DG,13DG                     |D21;
482    |DCJL|D1A,D15A    |D1     |(1-3),11-13                     |1-5DG,3DG,11DG                     |D7;
483    |DCJL|D1A,D27A    |D1     |(1-3),11-13,(17-19)                     |1-5DG,3DG,11DG,17DG,19DG,21DG                     |D7;
484    |DCJL|D1A,D43A    |D1     |1-3,5-7,11-13,23,(27)                     |1-5DG,13DG,23DG,27DG,35-41DG                     |D21;
485    |DCJL|D1A,D13A    |D1     |1-3,(5-7)                     |1-5DG,7-9DG,13DG                     |D13;
486    |DCJL|D1A,D35A    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41                     |1-5DG,13DG,23DG,35-41DG,37-39DG                     |D21;
487    |DCJL|D1A,D39A    |D1     |1-3,5-7,11-13,(23),39-41,35-37                     |1-5DG,13DG,23DG,35-41DG                     |D21;
488    |DCJL|D1A,S23DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,(51-53)                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,53DG,55-57DG                     |D21;
489    |DCJL|D1A,S21DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,55,(57)                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
490    |DCJL|D1A,S19DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,55,57                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
491    |DCJL|D1A,S17DA    |D1     |1-3,5-7,11-13,(23),39-41,(35-37),39-41,51-53,(55)                     |1-5DG,13DG,23DG,35-41DG,37-39DG,51DG,55-57DG                     |D21;
492    |DCJL|D1A,S15DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,43,(45)                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
493    |DCJL|D1A,S13DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,43,45,(49)                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
494    |DCJL|D1A,S11DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,43,45,49                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
495    |DCJL|D1A,S9DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,(43),(47)                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
496    |DCJL|D1A,S7DA    |D1     |1-3,5-7,11-13,(23),39-41,35-37,(43),47                     |1-5DG,13DG,23DG,35-41DG,43-47DG,45-49DG                     |D21;
