//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
1047    |DCJL|X3DA,SDA    |X3     |44-46,(28-30),20-22,16-18,(10-12),2-4                     |44DG,30DG,16-28DG,12DG,10DG,4DG,24-32DG                     |D50,D28,D22,S;
1048    |DCJL|X3DA,SL2DA    |X3     |44-46,28-30,32,24,(16-18),(10-12),(2-4)                     |44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG                     |D50,D34,D28,D22,SL2;
1049    |DCJL|X3DA,D2A    |X3     |44-46,28-30,32,24,(16-18),(10-12),(2-4),X1-X2                     |44DG,30DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,40-42DG,26-34DG,X1DG                     |D50,D34,D28,D22,SL2;
1050    |DCJL|X3DA,SL6DA    |X3     |44-46,28-30,32,24,16-18,(14)                     |44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,SL4G                     |D50,D34,D26;
1051    |DCJL|XIDA,D26A    |XI     |(44-46),28-30,32,24,16-18                     |46DG,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG                     |D50,D34,D26;
1052    |DCJL|XIDA,D20A    |XI     |44-46,28-30,20-22,16-18,10-12                     |46DG,16-28DG,12DG                     |D28,D20;
1053    |DCJL|XIDA,D16A    |XI     |44-46,28-30,20-22,16-18,10-12,(6-8)                     |46DG,16-28DG,12DG,8DG,6DG                     |D28,D20;
1054    |DCJL|XIDA,D10A    |XI     |44-46,28-30,20-22,16-18,10-12,(6-8),64,(66)                     |46DG,16-28DG,12DG,8DG,6DG,64-66DG                     |D28,D20;
1055    |DCJL|XIDA,D12A    |XI     |44-46,28-30,20-22,16-18,10-12,(6-8),(64)                     |46DG,16-28DG,12DG,8DG,6DG,64-66DG                     |D28,D20;
1056    |DCJL|XIDA,D4A    |XI     |44-46,28-30,20-22,16-18,10-12,(6-8),64,(66),(68)                     |46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |D28,D20;
1057    |DCJL|XIDA,D6A    |XI     |44-46,28-30,20-22,16-18,10-12,(6-8),64,(66),68                     |46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |D28,D20;
1058    |DCJL|XIDA,D8A    |XI     |44-46,28-30,20-22,16-18,10-12,(6-8),64,66                     |46DG,16-28DG,12DG,8DG,6DG,64-66DG,68DG                     |D28,D20;
1059    |DCJL|XIDA,SNDA    |XI     |44-46,28-30,20-22,16-18,10-12,6-8                     |46DG,16-28DG,12DG,8DG                     |D28,D20;
1060    |DCJL|XIDA,SDA    |XI     |44-46,28-30,20-22,16-18,(10-12),2-4                     |46DG,16-28DG,12DG,10DG,4DG                     |D28,D22,S;
1061    |DCJL|XIDA,SL2DA    |XI     |44-46,28-30,20-22,16-18,(10-12),(2-4)                     |46DG,16-28DG,12DG,10DG,4DG,2DG                     |D28,D22,SL2;
1062    |DCJL|XIDA,D2A    |XI     |44-46,28-30,20-22,16-18,(10-12),(2-4),X1-X2                     |46DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |D28,D22,SL2;
1063    |DCJL|XIDA,SL6DA    |XI     |(44-46),28-30,32,24,16-18,(14)                     |46DG,44DG,30DG,24-32DG,18DG,40-42DG,26-34DG,14DG,SL4G                     |D50,D34,D26;
1064    |DCJL|D50A,X3LDA    |D50     |44-46                     |44DG,3G2                     |X3,X3LLZA,X3L;
1065    |DCJL|D50A,XILDA    |D50     |(44-46)                     |44DG,46DG,IG2                     |XI,XILLZA,XIL;
1066    |DCJL|D50A,X3DA    |D50     |44-46                     |44DG                     |X3;
1067    |DCJL|D50A,XIDA    |D50     |(44-46)                     |44DG,46DG                     |XI;
1068    |DCJL|D44A,D54A    |D44     |(36-38)                     |36DG,38DG                     |D54;
1069    |DCJL|D44A,XIIDA    |D44     |36-38                     |36DG                     |XII;
1070    |DCJL|D44A,X4DA    |D44     |(36-38),48                     |36DG,38DG,48-50DG                     |D54;
1071    |DCJL|D44A,X6DA    |D44     |(36-38),(48),(50)                     |36DG,38DG,48-50DG                     |D54;
1072    |DCJL|D44A,X8DA    |D44     |(36-38),(48),50                     |36DG,38DG,48-50DG                     |D54;
1073    |DCJL|D46A,D54A    |D46     |36-38                     |38DG                     |D54;
1074    |DCJL|D46A,X4DA    |D46     |36-38,48                     |38DG,48-50DG                     |D54;
1075    |DCJL|D46A,X6DA    |D46     |36-38,(48),(50)                     |38DG,48-50DG                     |D54;
1076    |DCJL|D46A,X8DA    |D46     |36-38,(48),50                     |38DG,48-50DG                     |D54;
1077    |DCJL|D54A,X4DA    |D54     |48                     |48-50DG                     |X4;
1078    |DCJL|D54A,X6DA    |D54     |(48),(50)                     |48-50DG                     |X6;
1079    |DCJL|D54A,X8DA    |D54     |(48),50                     |48-50DG                     |X8;
1080    |DCJL|XIIDA,D24A    |XII     |36-38,20-22                     |36DG                     |D44,D24;
1081    |DCJL|XIIDA,D20A    |XII     |36-38,(20-22),16-18,10-12                     |36DG,22DG,16-28DG                     |D44,D28,D20;
1082    |DCJL|XIIDA,D16A    |XII     |36-38,(20-22),16-18,10-12,(6-8)                     |36DG,22DG,16-28DG,8DG,6DG                     |D44,D28,D20;
1083    |DCJL|XIIDA,D10A    |XII     |36-38,(20-22),16-18,10-12,(6-8),64,(66)                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D44,D28,D20;
1084    |DCJL|XIIDA,D12A    |XII     |36-38,(20-22),16-18,10-12,(6-8),(64)                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D44,D28,D20;
1085    |DCJL|XIIDA,D4A    |XII     |36-38,(20-22),16-18,10-12,(6-8),64,(66),(68)                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D44,D28,D20;
1086    |DCJL|XIIDA,D6A    |XII     |36-38,(20-22),16-18,10-12,(6-8),64,(66),68                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D44,D28,D20;
1087    |DCJL|XIIDA,D8A    |XII     |36-38,(20-22),16-18,10-12,(6-8),64,66                     |36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D44,D28,D20;
1088    |DCJL|XIIDA,SNDA    |XII     |36-38,(20-22),16-18,10-12,6-8                     |36DG,22DG,16-28DG,8DG                     |D44,D28,D20;
1089    |DCJL|XIIDA,SDA    |XII     |36-38,20-22,10-12,2-4                     |36DG,10DG,4DG                     |D44,D24;
1090    |DCJL|XIIDA,SL2DA    |XII     |36-38,20-22,10-12,(2-4)                     |36DG,10DG,4DG,2DG                     |D44,D24;
1091    |DCJL|XIIDA,D2A    |XII     |36-38,20-22,10-12,(2-4),X1-X2                     |36DG,10DG,4DG,2DG,X1DG                     |D44,D24;
1092    |DCJL|X4DA,D46A    |X4     |48,36-38                     |48-50DG,38DG                     |D54,D46;
1093    |DCJL|X4DA,D24A    |X4     |48,(36-38),20-22                     |48-50DG,38DG,36DG                     |D54,D44,D24;
1094    |DCJL|X4DA,D20A    |X4     |48,(36-38),(20-22),16-18,10-12                     |48-50DG,38DG,36DG,22DG,16-28DG                     |D54,D44,D28,D20;
1095    |DCJL|X4DA,D16A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG                     |D54,D44,D28,D20;
1096    |DCJL|X4DA,D10A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,(66)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1097    |DCJL|X4DA,D12A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),(64)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1098    |DCJL|X4DA,D4A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,(66),(68)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1099    |DCJL|X4DA,D6A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,(66),68                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1100    |DCJL|X4DA,D8A    |X4     |48,(36-38),(20-22),16-18,10-12,(6-8),64,66                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1101    |DCJL|X4DA,SNDA    |X4     |48,(36-38),(20-22),16-18,10-12,6-8                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG                     |D54,D44,D28,D20;
1102    |DCJL|X4DA,SDA    |X4     |48,(36-38),20-22,10-12,2-4                     |48-50DG,38DG,36DG,10DG,4DG                     |D54,D44,D24;
1103    |DCJL|X4DA,SL2DA    |X4     |48,36-38,2-4                     |48-50DG,38DG,2DG                     |D54,D46;
1104    |DCJL|X4DA,D2A    |X4     |48,36-38,2-4,X1-X2                     |48-50DG,38DG,2DG,X1DG                     |D54,D46;
1105    |DCJL|X6DA,D46A    |X6     |(50),(48),36-38                     |48-50DG,38DG                     |D54,D46;
1106    |DCJL|X6DA,D24A    |X6     |(50),(48),(36-38),20-22                     |48-50DG,38DG,36DG                     |D54,D44,D24;
1107    |DCJL|X6DA,D20A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12                     |48-50DG,38DG,36DG,22DG,16-28DG                     |D54,D44,D28,D20;
1108    |DCJL|X6DA,D16A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG                     |D54,D44,D28,D20;
1109    |DCJL|X6DA,D10A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1110    |DCJL|X6DA,D12A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),(64)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1111    |DCJL|X6DA,D4A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),(68)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1112    |DCJL|X6DA,D6A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),68                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1113    |DCJL|X6DA,D8A    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,(6-8),64,66                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1114    |DCJL|X6DA,SNDA    |X6     |(50),(48),(36-38),(20-22),16-18,10-12,6-8                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG                     |D54,D44,D28,D20;
1115    |DCJL|X6DA,SDA    |X6     |(50),(48),(36-38),20-22,10-12,2-4                     |48-50DG,38DG,36DG,10DG,4DG                     |D54,D44,D24;
1116    |DCJL|X6DA,SL2DA    |X6     |(50),(48),36-38,2-4                     |48-50DG,38DG,2DG                     |D54,D46;
1117    |DCJL|X6DA,D2A    |X6     |(50),(48),36-38,2-4,X1-X2                     |48-50DG,38DG,2DG,X1DG                     |D54,D46;
1118    |DCJL|X8DA,D46A    |X8     |50,(48),36-38                     |48-50DG,38DG                     |D54,D46;
1119    |DCJL|X8DA,D24A    |X8     |50,(48),(36-38),20-22                     |48-50DG,38DG,36DG                     |D54,D44,D24;
1120    |DCJL|X8DA,D20A    |X8     |50,(48),(36-38),(20-22),16-18,10-12                     |48-50DG,38DG,36DG,22DG,16-28DG                     |D54,D44,D28,D20;
1121    |DCJL|X8DA,D16A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG                     |D54,D44,D28,D20;
1122    |DCJL|X8DA,D10A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1123    |DCJL|X8DA,D12A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),(64)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG                     |D54,D44,D28,D20;
1124    |DCJL|X8DA,D4A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),(68)                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1125    |DCJL|X8DA,D6A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,(66),68                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1126    |DCJL|X8DA,D8A    |X8     |50,(48),(36-38),(20-22),16-18,10-12,(6-8),64,66                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG,6DG,64-66DG,68DG                     |D54,D44,D28,D20;
1127    |DCJL|X8DA,SNDA    |X8     |50,(48),(36-38),(20-22),16-18,10-12,6-8                     |48-50DG,38DG,36DG,22DG,16-28DG,8DG                     |D54,D44,D28,D20;
1128    |DCJL|X8DA,SDA    |X8     |50,(48),(36-38),20-22,10-12,2-4                     |48-50DG,38DG,36DG,10DG,4DG                     |D54,D44,D24;
1129    |DCJL|X8DA,SL2DA    |X8     |50,(48),36-38,2-4                     |48-50DG,38DG,2DG                     |D54,D46;
1130    |DCJL|X8DA,D2A    |X8     |50,(48),36-38,2-4,X1-X2                     |48-50DG,38DG,2DG,X1DG                     |D54,D46;
1131    |DCJL|D26A,D16A    |D26     |14,6-8                     |14DG,6DG                     |D16;
1132    |DCJL|D26A,D10A    |D26     |14,6-8,64,(66)                     |14DG,6DG,64-66DG                     |D16;
1133    |DCJL|D26A,D12A    |D26     |14,6-8,(64)                     |14DG,6DG,64-66DG                     |D16;
1134    |DCJL|D26A,D4A    |D26     |14,6-8,64,(66),(68)                     |14DG,6DG,64-66DG,68DG                     |D16;
1135    |DCJL|D26A,D6A    |D26     |14,6-8,64,(66),68                     |14DG,6DG,64-66DG,68DG                     |D16;
1136    |DCJL|D26A,D8A    |D26     |14,6-8,64,66                     |14DG,6DG,64-66DG,68DG                     |D16;
1137    |DCJL|D26A,SL6DA    |D26     |(14)                     |14DG,SL4G                     |SL4,SL6;
1138    |DCJL|D28A,X15LDA    |D28     |(16-18),(24),(26),52-54                     |16-28DG,18DG,24-32DG,26-34DG,52DG                     |D34;
1139    |DCJL|D28A,X13LDA    |D28     |(16-18),(24),26,34,(56-58)                     |16-28DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D34;
1140    |DCJL|D28A,X11LDA    |D28     |(16-18),(24),26,34,56-58                     |16-28DG,18DG,24-32DG,26-34DG,56DG                     |D34;
1141    |DCJL|D28A,X9LDA    |D28     |(16-18),24,(32),40,60-62                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D34;
1142    |DCJL|D28A,X7LDA    |D28     |(16-18),24,(32),(40),(42),60-62                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D34;
1143    |DCJL|D28A,X5LDA    |D28     |(16-18),24,(32),(40),42                     |16-28DG,18DG,24-32DG,40-42DG,5G2,26-34DG,30DG                     |D34;
1144    |DCJL|D28A,X3LDA    |D28     |16-18,20-22,(28-30),44-46                     |16-28DG,30DG,24-32DG,44DG,3G2                     |D50;
1145    |DCJL|D28A,XILDA    |D28     |16-18,20-22,28-30,44-46                     |16-28DG,46DG,IG2                     |XI,XILLZA,XIL;
1146    |DCJL|D28A,X15DA    |D28     |(16-18),(24),(26)                     |16-28DG,18DG,24-32DG,26-34DG                     |D34;
1147    |DCJL|D28A,X13DA    |D28     |(16-18),(24),26,(34)                     |16-28DG,18DG,24-32DG,26-34DG                     |D34;
1148    |DCJL|D28A,X11DA    |D28     |(16-18),(24),26,34                     |16-28DG,18DG,24-32DG,26-34DG                     |D34;
1149    |DCJL|D28A,X9DA    |D28     |(16-18),24,(32),40                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D34;
1150    |DCJL|D28A,X7DA    |D28     |(16-18),24,(32),(40),(42)                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D34;
1151    |DCJL|D28A,X5DA    |D28     |(16-18),24,(32),(40),42                     |16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D34;
1152    |DCJL|D28A,X3DA    |D28     |16-18,20-22,(28-30),44-46                     |16-28DG,30DG,24-32DG,44DG                     |D50;
1153    |DCJL|D28A,XIDA    |D28     |16-18,20-22,28-30,44-46                     |16-28DG,46DG                     |XI;
1154    |DCJL|D28A,D50A    |D28     |16-18,20-22,(28-30)                     |16-28DG,30DG,24-32DG                     |D50;
1155    |DCJL|D28A,D44A    |D28     |16-18,(20-22)                     |16-28DG,22DG                     |D44;
1156    |DCJL|D28A,D54A    |D28     |16-18,(20-22),(36-38)                     |16-28DG,22DG,36DG,38DG                     |D44;
1157    |DCJL|D28A,XIIDA    |D28     |16-18,(20-22),36-38                     |16-28DG,22DG,36DG                     |D44;
1158    |DCJL|D28A,X4DA    |D28     |16-18,(20-22),(36-38),48                     |16-28DG,22DG,36DG,38DG,48-50DG                     |D44;
1159    |DCJL|D28A,X6DA    |D28     |16-18,(20-22),(36-38),(48),(50)                     |16-28DG,22DG,36DG,38DG,48-50DG                     |D44;
1160    |DCJL|D28A,X8DA    |D28     |16-18,(20-22),(36-38),(48),50                     |16-28DG,22DG,36DG,38DG,48-50DG                     |D44;
1161    |DCJL|D28A,D34A    |D28     |(16-18)                     |16-28DG,18DG                     |D34;
1162    |DCJL|D24A,SDA    |D24     |10-12,2-4                     |10DG,4DG                     |D22,S;
1163    |DCJL|D24A,SL2DA    |D24     |10-12,(2-4)                     |10DG,4DG,2DG                     |D22,SL2;
1164    |DCJL|D24A,D2A    |D24     |10-12,(2-4),X1-X2                     |10DG,4DG,2DG,X1DG                     |D22,SL2;
1165    |DCJL|D34A,X15LDA    |D34     |(24),(26),52-54                     |24-32DG,26-34DG,52DG                     |X15;
1166    |DCJL|D34A,X13LDA    |D34     |(24),26,34,(56-58)                     |24-32DG,26-34DG,56DG,54-58DG                     |X11;
1167    |DCJL|D34A,X11LDA    |D34     |(24),26,34,56-58                     |24-32DG,26-34DG,56DG                     |X11;
1168    |DCJL|D34A,X9LDA    |D34     |24,(32),40,60-62                     |24-32DG,40-42DG,26-34DG,30DG,62DG                     |X9;
1169    |DCJL|D34A,X7LDA    |D34     |24,(32),(40),(42),60-62                     |24-32DG,40-42DG,26-34DG,30DG,60DG                     |X7;
1170    |DCJL|D34A,X5LDA    |D34     |24,(32),(40),42                     |24-32DG,40-42DG,5G2,26-34DG,30DG                     |X5,X5LLZA,X5L;
1171    |DCJL|D34A,X3LDA    |D34     |24,32,28-30,44-46                     |24-32DG,30DG,26-34DG,40-42DG,44DG,3G2                     |D50;
1172    |DCJL|D34A,XILDA    |D34     |24,32,28-30,(44-46)                     |24-32DG,30DG,26-34DG,40-42DG,44DG,46DG,IG2                     |D50;
1173    |DCJL|D34A,X15DA    |D34     |(24),(26)                     |24-32DG,26-34DG                     |X15;
1174    |DCJL|D34A,X13DA    |D34     |(24),26,(34)                     |24-32DG,26-34DG                     |X13;
1175    |DCJL|D34A,X11DA    |D34     |(24),26,34                     |24-32DG,26-34DG                     |X11;
1176    |DCJL|D34A,X9DA    |D34     |24,(32),40                     |24-32DG,40-42DG,26-34DG,30DG                     |X9;
1177    |DCJL|D34A,X7DA    |D34     |24,(32),(40),(42)                     |24-32DG,40-42DG,26-34DG,30DG                     |X7;
1178    |DCJL|D34A,X5DA    |D34     |24,(32),(40),42                     |24-32DG,40-42DG,26-34DG,30DG                     |X5;
1179    |DCJL|D34A,X3DA    |D34     |24,32,28-30,44-46                     |24-32DG,30DG,26-34DG,40-42DG,44DG                     |D50;
1180    |DCJL|D34A,XIDA    |D34     |24,32,28-30,(44-46)                     |24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D50;
1181    |DCJL|D34A,D50A    |D34     |24,32,28-30                     |24-32DG,30DG,26-34DG,40-42DG                     |D50;
1182    |DCJL|D20A,D16A    |D20     |(6-8)                     |8DG,6DG                     |D16;
1183    |DCJL|D20A,D10A    |D20     |(6-8),64,(66)                     |8DG,6DG,64-66DG                     |D16;
1184    |DCJL|D20A,D12A    |D20     |(6-8),(64)                     |8DG,6DG,64-66DG                     |D16;
1185    |DCJL|D20A,D4A    |D20     |(6-8),64,(66),(68)                     |8DG,6DG,64-66DG,68DG                     |D16;
1186    |DCJL|D20A,D6A    |D20     |(6-8),64,(66),68                     |8DG,6DG,64-66DG,68DG                     |D16;
1187    |DCJL|D20A,D8A    |D20     |(6-8),64,66                     |8DG,6DG,64-66DG,68DG                     |D16;
1188    |DCJL|D20A,SNDA    |D20     |6-8                     |8DG                     |SN;
1189    |DCJL|D16A,X15LDA    |D16     |6-8,14,16-18,(24),(26),52-54                     |6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D26,D34;
1190    |DCJL|D16A,X13LDA    |D16     |6-8,14,16-18,(24),26,34,(56-58)                     |6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D26,D34;
1191    |DCJL|D16A,X11LDA    |D16     |6-8,14,16-18,(24),26,34,56-58                     |6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D26,D34;
1192    |DCJL|D16A,X9LDA    |D16     |6-8,14,16-18,24,(32),40,60-62                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D26,D34;
1193    |DCJL|D16A,X7LDA    |D16     |6-8,14,16-18,24,(32),(40),(42),60-62                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D26,D34;
1194    |DCJL|D16A,X5LDA    |D16     |6-8,14,16-18,24,(32),(40),42                     |6DG,14DG,18DG,24-32DG,40-42DG,5G2,26-34DG,30DG                     |D26,D34;
1195    |DCJL|D16A,X3LDA    |D16     |6-8,14,16-18,24,32,28-30,44-46                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,3G2                     |D26,D34;
1196    |DCJL|D16A,XILDA    |D16     |6-8,14,16-18,24,32,28-30,(44-46)                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG,IG2                     |D26,D34;
1197    |DCJL|D16A,X15DA    |D16     |6-8,14,16-18,(24),(26)                     |6DG,14DG,18DG,24-32DG,26-34DG                     |D26,D34;
1198    |DCJL|D16A,X13DA    |D16     |6-8,14,16-18,(24),26,(34)                     |6DG,14DG,18DG,24-32DG,26-34DG                     |D26,D34;
1199    |DCJL|D16A,X11DA    |D16     |6-8,14,16-18,(24),26,34                     |6DG,14DG,18DG,24-32DG,26-34DG                     |D26,D34;
1200    |DCJL|D16A,X9DA    |D16     |6-8,14,16-18,24,(32),40                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1201    |DCJL|D16A,X7DA    |D16     |6-8,14,16-18,24,(32),(40),(42)                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1202    |DCJL|D16A,X5DA    |D16     |6-8,14,16-18,24,(32),(40),42                     |6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D26,D34;
1203    |DCJL|D16A,X3DA    |D16     |6-8,14,16-18,24,32,28-30,44-46                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D26,D34;
1204    |DCJL|D16A,XIDA    |D16     |6-8,14,16-18,24,32,28-30,(44-46)                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D26,D34;
1205    |DCJL|D16A,D50A    |D16     |6-8,14,16-18,24,32,28-30                     |6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D26,D34;
1206    |DCJL|D16A,D44A    |D16     |(6-8),10-12,16-18,(20-22)                     |6DG,8DG,12DG,16-28DG,22DG                     |D20,D28;
1207    |DCJL|D16A,D54A    |D16     |(6-8),10-12,16-18,(20-22),(36-38)                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D20,D28;
1208    |DCJL|D16A,XIIDA    |D16     |(6-8),10-12,16-18,(20-22),36-38                     |6DG,8DG,12DG,16-28DG,22DG,36DG                     |D20,D28;
1209    |DCJL|D16A,X4DA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),48                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D20,D28;
1210    |DCJL|D16A,X6DA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D20,D28;
1211    |DCJL|D16A,X8DA    |D16     |(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D20,D28;
1212    |DCJL|D16A,D28A    |D16     |(6-8),10-12                     |6DG,8DG,12DG                     |D20,D28;
1213    |DCJL|D16A,D34A    |D16     |6-8,14,16-18                     |6DG,14DG,18DG                     |D26,D34;
1214    |DCJL|D14A,D10A    |D14     |64,(66)                     |64-66DG                     |D10;
1215    |DCJL|D14A,D12A    |D14     |(64)                     |64-66DG                     |D12;
1216    |DCJL|D14A,D4A    |D14     |64,(66),(68)                     |64-66DG,68DG                     |D10;
1217    |DCJL|D14A,D6A    |D14     |64,(66),68                     |64-66DG,68DG                     |D10;
1218    |DCJL|D14A,D8A    |D14     |64,66                     |64-66DG,68DG                     |D8;
1219    |DCJL|D10A,D4A    |D10     |(68)                     |68DG                     |D4;
1220    |DCJL|D10A,D6A    |D10     |68                     |68DG                     |D6;
1221    |DCJL|SL4DA,X15LDA    |SL4     |(14),16-18,(24),(26),52-54                     |14DG,24-32DG,26-34DG,52DG                     |D26,D34;
1222    |DCJL|SL4DA,X13LDA    |SL4     |(14),16-18,(24),26,34,(56-58)                     |14DG,24-32DG,26-34DG,56DG,54-58DG                     |D26,D34;
1223    |DCJL|SL4DA,X11LDA    |SL4     |(14),16-18,(24),26,34,56-58                     |14DG,24-32DG,26-34DG,56DG                     |D26,D34;
1224    |DCJL|SL4DA,X9LDA    |SL4     |(14),16-18,24,(32),40,60-62                     |14DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D26,D34;
1225    |DCJL|SL4DA,X7LDA    |SL4     |(14),16-18,24,(32),(40),(42),60-62                     |14DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D26,D34;
1226    |DCJL|SL4DA,X5LDA    |SL4     |(14),16-18,24,(32),(40),42                     |14DG,24-32DG,40-42DG,5G2,26-34DG,30DG                     |D26,D34;
1227    |DCJL|SL4DA,X3LDA    |SL4     |(14),16-18,24,32,28-30,44-46                     |14DG,24-32DG,30DG,26-34DG,40-42DG,44DG,3G2                     |D26,D34;
1228    |DCJL|SL4DA,XILDA    |SL4     |(14),16-18,24,32,28-30,(44-46)                     |14DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG,IG2                     |D26,D34;
1229    |DCJL|SL4DA,X15DA    |SL4     |(14),16-18,(24),(26)                     |14DG,24-32DG,26-34DG                     |D26,D34;
1230    |DCJL|SL4DA,X13DA    |SL4     |(14),16-18,(24),26,(34)                     |14DG,24-32DG,26-34DG                     |D26,D34;
